,VP1,VP0
620,134621624.04778183,126594999.18119511
621,78559757.30245271,73875742.33875659
622,132947446.41546753,125020642.03396015
623,148485642.62409556,139632395.16219708
624,135349474.1301701,127279452.22680146
625,104198064.47720577,97985401.5317187
626,124270652.58852962,116861189.82718295
627,67865901.78009865,63819492.901327975
628,164588414.0364533,154775061.49222782
629,179031545.00136003,168357041.1006991
630,125213607.73851812,117747922.60347399
631,89446797.16898514,84113657.7757307
632,143754476.10558304,135183317.78867942
633,127268052.81339458,119679874.28219897
634,118505886.27109376,111440139.58805832
635,101740016.88549025,95673911.56818864
636,138290198.7746886,130044840.30318363
637,151465673.38179126,142434745.78007793
638,146603667.37747234,137862630.0409508
639,133683814.32628515,125713105.04446378
640,105699899.20846088,99397691.48081373
641,92234412.90269656,86735065.8446263
642,119782162.9372415,112640320.05422625
643,97620310.3913074,91799836.77562238
644,119754622.5374034,112614421.71196799
645,109565370.77102166,103032689.74174413
646,89703700.63114539,84355243.73052709
647,135854652.4086379,127754509.96140648
648,97539596.75422244,91723935.57555176
649,157634091.0801735,148235380.25466132
650,139846758.83110648,131508592.65694934
651,118479228.958727,111415071.68042378
652,99556731.11734423,93620801.14119914
653,116532338.70760183,109584262.0204572
654,125920366.62027758,118412541.98160514
655,137987031.9525742,129759749.37615903
656,125355690.51095198,117881533.89056961
657,125137549.13538054,117676398.88750316
658,141184935.85764444,132766982.76163815
659,131959616.22913338,124091709.83220819
660,113491922.47694413,106725126.32845286
661,111746454.85653333,105083729.7583277
662,142482699.21622837,133987368.80644627
663,141249092.0472104,132827313.72869503
664,119096244.2141024,111995298.2695883
665,150687419.70217168,141702894.3807869
666,176501733.5434112,165978066.09045902
667,132376950.20128655,124484160.85363
668,131803812.47281967,123945195.65558556
669,128882266.78746217,121197843.019917
670,79376549.73034555,74643834.66769476
671,110505134.35996394,103916421.24932452
672,132694151.40265654,124782449.37979913
673,151164966.2744317,142151967.91077775
674,173190086.52453387,162863871.36425084
675,165044707.92891872,155204149.50354567
676,129589384.69672182,121862800.01903892
677,155715959.0438151,146431614.14138055
678,89762094.77746542,84410156.20805705
679,115320632.31440166,108444801.9155889
680,190675041.55248252,179306310.55708617
681,134064038.91077876,126070659.27323727
682,133321310.27565087,125372214.78765824
683,151265280.51513195,142246301.0560591
684,138780380.84471127,130505795.95716631
685,122980382.49723318,115647850.27414638
686,144174051.16835693,135577876.2788478
687,124857922.65625311,117413444.74364577
688,140853810.95965478,132455600.719664
689,113713650.10580724,106933633.75950576
690,133242675.11488958,125298268.13768576
691,94868785.6931795,89212367.86510839
692,131269092.87398535,123442357.96026424
693,150402416.1011162,141434883.71832862
694,90867511.14513808,85449663.6805767
695,66142221.85582778,62198584.966624536
696,135463796.12311783,127386957.93181713
697,91539425.90728499,86081516.47068737
698,134924967.7978136,126880256.48705901
699,125849036.18330063,118345464.52154206
700,112871896.2946271,106142068.33462799
701,165219197.0767027,155368234.9814701
702,150491362.900985,141518527.19043946
703,138725141.6829892,130453850.35271801
704,162882991.75646064,153171322.6154584
705,126437184.23690143,118898545.07520993
706,126247707.35331179,118720365.48413345
707,160324327.0427799,150765214.6842512
708,105109532.26866917,98842524.3389212
709,134657875.7865887,126629089.46109654
710,165177901.04300436,155329401.16566074
711,206427093.5682229,194119168.6409183
712,152269696.14570665,143190829.81828123
713,100941190.70002608,94922714.26976012
714,121274321.49640183,114043510.75936936
715,103803822.4819783,97614665.66059817
716,107132177.43145236,100744572.13055609
717,115219061.16517626,108349286.80318424
718,116133697.36670113,109209389.10845754
719,156000179.39866343,146698888.25758442
720,131477129.88260654,123637991.05503888
721,135785872.16376564,127689830.641833
722,140729189.23120585,132338409.3863805
723,120116485.14116143,112954708.76726449
724,179674689.77681988,168961839.2740879
725,135821773.6731266,127723591.57422632
726,109074327.21364954,102570923.96538275
727,150710397.13907474,141724501.82035318
728,117975704.92248362,110941569.55617873
729,127230523.70109358,119644582.79040024
730,129202281.15533775,121498776.98149808
731,145552712.8678733,136874337.2148671
732,110533722.17131758,103943304.55266084
733,141519983.75191292,133082053.89675924
734,150058789.9308132,141111745.77480844
735,105866817.82681431,99554657.81147006
736,133740249.25193784,125766175.11710127
737,170432701.78157532,160270891.80583176
738,107438401.41368218,101032537.93882689
739,128165757.30401747,120524054.40600303
740,100385082.89559829,94399763.61050195
741,97074971.56428738,91287013.00865038
742,106485186.0905738,100136156.73779802
743,158100187.17015654,148673686.0212655
744,142940638.6495263,134418004.24554044
745,135594845.82999262,127510193.98435962
746,116074031.47104786,109153280.70785847
747,120305341.55366386,113132304.8819691
748,112070941.57072215,105388869.4088675
749,123414939.23893547,116056497.18172237
750,82843442.94048536,77904019.2495058
751,140642328.89623538,132256727.97663489
752,117271517.71887557,110279368.52350861
753,119119965.5570158,112017605.26081605
754,136580363.62624708,128436951.66903593
755,153015387.22948036,143892060.1206749
756,135263646.56313625,127198742.00765778
757,169367444.57211262,159269149.05823404
758,114124826.25126828,107320294.1059854
759,132042258.29743356,124169424.48349689
760,132638420.10453686,124730040.98189329
761,176822980.7796156,166280159.41232997
762,111083606.74363378,104460403.03126346
763,140753352.42114335,132361131.88012539
764,168667568.6277799,158611002.23207265
765,109263464.41787684,102748784.1300008
766,132745164.7937103,124830421.16920786
767,148759409.65377226,139889839.21803066
768,119294532.06196076,112181763.48358957
769,123411319.09092617,116053092.87994312
770,156767782.10690758,147420723.73467806
771,135429600.0463488,127354800.74799769
772,115096040.497427,108233601.06960952
773,131510344.11092478,123669224.93173955
774,150046232.24229023,141099936.82078987
